Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
rafa e paulo,2022-04-29 01:50:12,00:46:46,,Better Call Saul: Temporada 2: Torta Cremosa (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:51,00:46:51,BR (Brazil)
rafa e paulo,2022-04-29 01:37:47,00:11:36,,Better Call Saul: Temporada 2: Vivendo a vida (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:29,00:46:29,BR (Brazil)
rafa e paulo,2022-04-29 01:37:30,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Temporada 2: Torta Cremosa (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:24:12,Not latest view,BR (Brazil)
rafa e paulo,2022-04-29 01:36:56,00:00:26,Autoplayed: user action: None; ,Temporada 1 (Clipe): O Blefe de 1 Milhão!,HOOK,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:26,00:00:26,BR (Brazil)
rafa e paulo,2022-04-28 23:54:39,00:00:09,Autoplayed: user action: None; ,Conversando com um serial killer: o Palhaço Assassino: Minissérie: A alegria da festa (Episódio 1),,Xiaomi M19 Set Top Box,00:00:09,00:00:09,BR (Brazil)
rafa e paulo,2022-04-28 21:43:13,00:20:27,,Sunset - Milha de Ouro: Temporada 5: Melhores amigas? (Episódio 5),,DefaultWidevineAndroidPhone,00:38:47,Not latest view,BR (Brazil)
rafa e paulo,2022-04-28 06:48:28,00:24:05,,Better Call Saul: Temporada 2: Torta Cremosa (Episódio 2),,Xiaomi M19 Set Top Box,00:24:10,Not latest view,BR (Brazil)
rafa e paulo,2022-04-28 06:01:52,00:46:32,,Better Call Saul: Temporada 2: Vivendo a vida (Episódio 1),,Xiaomi M19 Set Top Box,00:46:32,Not latest view,BR (Brazil)
rafa e paulo,2022-04-28 05:22:11,00:33:08,,Better Call Saul: Temporada 1: Bingo (Episódio 7),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:34,00:46:34,BR (Brazil)
rafa e paulo,2022-04-28 05:21:08,00:00:29,,Better Call Saul: Temporada 1: Pimento (Episódio 9),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:10:19,00:10:19,BR (Brazil)
rafa e paulo,2022-04-28 05:10:03,00:10:20,,Better Call Saul: Temporada 1: Rico (Episódio 8),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:51,00:46:51,BR (Brazil)
rafa e paulo,2022-04-28 04:14:52,00:53:03,,Better Call Saul: Temporada 1: Marco (Episódio 10),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:48:25,00:48:25,BR (Brazil)
rafa e paulo,2022-04-28 03:40:07,00:34:42,,Better Call Saul: Temporada 1: Pimento (Episódio 9),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:56,Not latest view,BR (Brazil)
rafa e paulo,2022-04-28 00:01:22,00:18:26,,Sunset - Milha de Ouro: Temporada 5: Melhores amigas? (Episódio 5),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:18:36,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 23:16:43,00:39:09,,Sunset - Milha de Ouro: Temporada 5: Chorar não faz parte (Episódio 4),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:39:19,00:39:19,BR (Brazil)
rafa e paulo,2022-04-27 22:35:58,00:37:16,Autoplayed: user action: User_Interaction; ,Sunset - Milha de Ouro: Temporada 5: Mostrando quem é que manda (Episódio 3),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:37:17,00:37:17,BR (Brazil)
rafa e paulo,2022-04-27 03:38:47,00:12:09,,Better Call Saul: Temporada 1: Pimento (Episódio 9),,Xiaomi M19 Set Top Box,00:12:20,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 02:54:20,00:44:19,,Better Call Saul: Temporada 1: Rico (Episódio 8),,Xiaomi M19 Set Top Box,00:46:55,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 02:53:28,00:00:19,,Better Call Saul: Temporada 1: Bingo (Episódio 7),,Xiaomi M19 Set Top Box,00:03:03,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 02:48:32,00:04:31,,Better Call Saul: Temporada 1: Marco (Episódio 10),,Xiaomi M19 Set Top Box,00:04:32,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 01:59:59,00:00:35,Autoplayed: user action: None; ,Trailer: Conversando com um serial killer: o Palhaço Assassino,TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:35,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 01:12:00,00:46:01,,Better Call Saul: Temporada 6: Entre a cruz e a espada (Episódio 3),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:03,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 01:09:17,00:00:01,Autoplayed: user action: None; ,Better Call Saul: Temporada 1: Marco (Episódio 10),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:01,Not latest view,BR (Brazil)
rafa e paulo,2022-04-27 00:08:00,00:40:01,Autoplayed: user action: User_Interaction; ,Sunset - Milha de Ouro: Temporada 5: Gente nova (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:40:06,00:40:06,BR (Brazil)
rafa e paulo,2022-04-26 23:21:52,00:35:53,Autoplayed: user action: User_Interaction; ,Sunset - Milha de Ouro: Temporada 5: Virada de jogo (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:35:54,00:35:54,BR (Brazil)
rafa e paulo,2022-04-26 23:21:37,00:00:06,Autoplayed: user action: None; ,Temporada 5 (Trailer): Sunset - Milha de Ouro,TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:06,00:00:06,BR (Brazil)
rafa e paulo,2022-04-26 23:20:13,00:00:06,Autoplayed: user action: None; ,Temporada 5 (Trailer): Sunset - Milha de Ouro,TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:06,Not latest view,BR (Brazil)
rafa e paulo,2022-04-26 04:44:14,00:00:03,Autoplayed: user action: None; ,Better Call Saul: Temporada 1: Marco (Episódio 10),,Xiaomi M19 Set Top Box,00:00:08,Not latest view,BR (Brazil)
rafa e paulo,2022-04-26 03:57:22,00:46:50,,Better Call Saul: Temporada 1: Pimento (Episódio 9),,Xiaomi M19 Set Top Box,00:47:01,Not latest view,BR (Brazil)
rafa e paulo,2022-04-26 03:10:31,00:46:49,,Better Call Saul: Temporada 1: Rico (Episódio 8),,Xiaomi M19 Set Top Box,00:46:54,Not latest view,BR (Brazil)
rafa e paulo,2022-04-26 02:23:47,00:46:41,,Better Call Saul: Temporada 1: Bingo (Episódio 7),,Xiaomi M19 Set Top Box,00:46:41,Not latest view,BR (Brazil)
rafa e paulo,2022-04-26 01:40:08,00:41:47,,Better Call Saul: Temporada 1: Passado (Episódio 6),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:41:58,00:41:58,BR (Brazil)
rafa e paulo,2022-04-26 00:56:19,00:43:47,,Better Call Saul: Temporada 1: Pastor (Episódio 5),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:43:52,00:43:52,BR (Brazil)
rafa e paulo,2022-04-26 00:04:15,00:46:23,,Better Call Saul: Temporada 1: Herói (Episódio 4),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:34,00:46:34,BR (Brazil)
rafa e paulo,2022-04-25 23:17:33,00:46:40,,Better Call Saul: Temporada 1: Nacho (Episódio 3),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:46:45,00:46:45,BR (Brazil)
rafa e paulo,2022-04-25 23:09:50,00:07:03,,Better Call Saul: Temporada 1: Filho (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:45:51,00:45:51,BR (Brazil)
rafa e paulo,2022-04-25 23:09:27,00:00:06,,Better Call Saul: Temporada 1: Nacho (Episódio 3),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:06,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 23:09:05,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Temporada 3 (Trailer),TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:04,00:00:04,BR (Brazil)
rafa e paulo,2022-04-25 22:56:28,00:06:48,Autoplayed: user action: User_Interaction; ,The Home Edit - A Arte de Organizar: Temporada 2: Winnie Harlow e um quarto de menina (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:06:53,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 22:10:59,00:37:44,,The Home Edit - A Arte de Organizar: Temporada 2: Drew Barrymore e uma despensa em Atlanta (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:39:15,00:39:15,BR (Brazil)
rafa e paulo,2022-04-25 21:52:50,00:01:32,Autoplayed: user action: User_Interaction; ,The Home Edit - A Arte de Organizar: Temporada 2: Drew Barrymore e uma despensa em Atlanta (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:01:32,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 21:52:41,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Clipe): Coração Marcado,HOOK,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:04,00:00:04,BR (Brazil)
rafa e paulo,2022-04-25 21:52:06,00:00:09,Autoplayed: user action: None; ,Volume 1 (Clipe): Jogo Comprado,HOOK,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:09,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 04:11:57,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Temporada 1: Herói (Episódio 4),,Xiaomi M19 Set Top Box,00:00:15,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 03:25:15,00:46:39,,Better Call Saul: Temporada 1: Nacho (Episódio 3),,Xiaomi M19 Set Top Box,00:46:44,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 03:18:59,00:04:00,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 1: Filho (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:43:03,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 02:39:25,00:45:46,Autoplayed: user action: None; ,Better Call Saul: Temporada 1: Filho (Episódio 2),,Xiaomi M19 Set Top Box,00:45:51,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 02:35:11,00:03:39,,Better Call Saul: Temporada 1: Uno (Episódio 1),,Xiaomi M19 Set Top Box,00:52:40,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 02:32:48,00:02:07,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 1: Filho (Episódio 2),,Xiaomi M19 Set Top Box,00:00:01,Not latest view,BR (Brazil)
rafa e paulo,2022-04-25 01:39:53,00:52:43,,Better Call Saul: Temporada 1: Uno (Episódio 1),,Xiaomi M19 Set Top Box,00:52:41,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 23:45:45,00:00:05,Autoplayed: user action: None; ,Temporada 1 (Trailer): Coração Marcado,TRAILER,Xiaomi M19 Set Top Box,00:00:05,00:00:05,BR (Brazil)
rafa e paulo,2022-04-24 23:44:59,00:00:05,Autoplayed: user action: None; ,Minissérie (Clipe): Conversando com um serial killer: o Palhaço Assassino,HOOK,Xiaomi M19 Set Top Box,00:00:05,00:00:05,BR (Brazil)
rafa e paulo,2022-04-24 23:41:29,00:00:08,Autoplayed: user action: None; ,Trailer: Metal Lords,TRAILER,Xiaomi M19 Set Top Box,00:00:08,00:00:08,BR (Brazil)
rafa e paulo,2022-04-24 23:41:16,00:00:04,Autoplayed: user action: None; ,Temporada 6 (Trailer): Better Call Saul,TRAILER,Xiaomi M19 Set Top Box,00:00:04,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 23:35:12,00:03:59,,Boneca Russa: Temporada 2: Fuga de cérebros (Episódio 3),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:04:03,00:04:03,BR (Brazil)
rafa e paulo,2022-04-24 23:07:10,00:28:00,,Boneca Russa: Temporada 2: Uma visita ao passado (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:28:04,00:28:04,BR (Brazil)
rafa e paulo,2022-04-24 23:04:16,00:02:46,,Boneca Russa: Temporada 2: Tempo nenhum (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:31:36,00:31:36,BR (Brazil)
rafa e paulo,2022-04-24 22:55:23,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Temporada 5: Mago (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:08,00:00:08,BR (Brazil)
rafa e paulo,2022-04-24 21:30:02,00:59:33,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 4: Vencedor (Episódio 10),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:59:38,00:59:38,BR (Brazil)
rafa e paulo,2022-04-24 20:28:35,00:54:21,,Better Call Saul: Temporada 4: Wiedersehen (Episódio 9),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:54:35,00:54:35,BR (Brazil)
rafa e paulo,2022-04-24 19:51:57,00:36:35,,Better Call Saul: Temporada 4: Coushatta (Episódio 8),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:52:01,00:52:01,BR (Brazil)
rafa e paulo,2022-04-24 19:16:39,00:15:20,,Better Call Saul: Temporada 4: Coushatta (Episódio 8),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:15:25,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 18:24:51,00:40:43,,Better Call Saul: Temporada 4: Algo estúpido (Episódio 7),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:40:44,00:40:44,BR (Brazil)
rafa e paulo,2022-04-24 18:24:11,00:00:07,Autoplayed: user action: None; ,Temporada 6 (Trailer): Better Call Saul,TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:07,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 11:10:08,00:01:53,Autoplayed: user action: None; ,Temporada 6 (Trailer): Better Call Saul,TRAILER,Xiaomi M19 Set Top Box,00:01:53,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 10:15:45,00:54:17,,Better Call Saul: Temporada 4: Vencedor (Episódio 10),,Xiaomi M19 Set Top Box,00:54:18,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 09:20:56,00:54:30,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 4: Wiedersehen (Episódio 9),,Xiaomi M19 Set Top Box,00:54:34,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 09:13:52,00:07:01,,Better Call Saul: Temporada 4: Coushatta (Episódio 8),,Xiaomi M19 Set Top Box,00:52:05,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 08:41:23,00:27:23,,Better Call Saul: Temporada 4: Coushatta (Episódio 8),,Xiaomi M19 Set Top Box,00:45:11,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 08:13:36,00:17:44,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 4: Coushatta (Episódio 8),,Xiaomi M19 Set Top Box,00:17:48,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 07:32:46,00:40:48,Autoplayed: user action: None; ,Better Call Saul: Temporada 4: Algo estúpido (Episódio 7),,Xiaomi M19 Set Top Box,00:40:49,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 07:21:35,00:11:08,,Better Call Saul: Temporada 4: Piñata (Episódio 6),,Xiaomi M19 Set Top Box,00:46:48,00:46:48,BR (Brazil)
rafa e paulo,2022-04-24 06:35:01,00:35:38,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 4: Piñata (Episódio 6),,Xiaomi M19 Set Top Box,00:35:43,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 06:17:01,00:17:57,,Better Call Saul: Temporada 4: Uma jornada e tanto (Episódio 5),,Xiaomi M19 Set Top Box,00:52:01,00:52:01,BR (Brazil)
rafa e paulo,2022-04-24 05:40:42,00:34:07,,Better Call Saul: Temporada 4: Uma jornada e tanto (Episódio 5),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:34:08,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 04:54:57,00:45:44,,Better Call Saul: Temporada 4: Fale (Episódio 4),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:45:49,00:45:49,BR (Brazil)
rafa e paulo,2022-04-24 04:06:29,00:41:43,,Better Call Saul: Temporada 4: Algo lindo (Episódio 3),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:41:44,00:41:44,BR (Brazil)
rafa e paulo,2022-04-24 03:20:53,00:45:34,,Better Call Saul: Temporada 4: Respire (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:45:34,00:45:34,BR (Brazil)
rafa e paulo,2022-04-24 03:16:51,00:02:11,,Better Call Saul: Temporada 4: Fumaça (Episódio 1),,Xiaomi M19 Set Top Box,00:47:45,00:47:45,BR (Brazil)
rafa e paulo,2022-04-24 02:30:07,00:28:07,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 4: Fumaça (Episódio 1),,Xiaomi M19 Set Top Box,00:45:35,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 02:11:15,00:17:31,,Better Call Saul: Temporada 4: Fumaça (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:17:31,Not latest view,BR (Brazil)
rafa e paulo,2022-04-24 02:10:10,00:01:03,Autoplayed: user action: None; ,Better Call Saul: Temporada 3 (Resumo),RECAP,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:01:03,00:01:03,BR (Brazil)
rafa e paulo,2022-04-23 18:36:29,00:28:50,,Boneca Russa: Temporada 2: Tempo nenhum (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:28:50,Not latest view,BR (Brazil)
rafa e paulo,2022-04-23 18:35:10,00:00:20,Autoplayed: user action: None; ,Temporada 1 (Resumo): Boneca Russa,RECAP,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:20,00:00:20,BR (Brazil)
rafa e paulo,2022-04-23 07:15:19,00:02:07,,Minissérie (Trailer): Anatomia de um Escândalo,TRAILER,Xiaomi M19 Set Top Box,00:02:07,Not latest view,BR (Brazil)
rafa e paulo,2022-04-23 07:13:11,00:02:05,,Trailer: Conversando com um serial killer: o Palhaço Assassino,TRAILER,Xiaomi M19 Set Top Box,00:02:05,Not latest view,BR (Brazil)
rafa e paulo,2022-04-23 07:11:34,00:01:36,Autoplayed: user action: None; ,Temporada 2 (Trailer): Boneca Russa,TRAILER,Xiaomi M19 Set Top Box,00:01:36,00:01:36,BR (Brazil)
rafa e paulo,2022-04-23 06:12:19,00:59:12,,Better Call Saul: Temporada 6: Morde e assopra (Episódio 2),,Xiaomi M19 Set Top Box,00:59:16,Not latest view,BR (Brazil)
rafa e paulo,2022-04-23 05:17:11,00:55:06,,Better Call Saul: Temporada 6: Vinhos e rosas (Episódio 1),,Xiaomi M19 Set Top Box,00:55:11,Not latest view,BR (Brazil)
rafa e paulo,2022-04-23 05:13:13,00:03:14,,Better Call Saul: Temporada 5: Imperdoável (Episódio 10),,Xiaomi M19 Set Top Box,00:59:35,00:59:35,BR (Brazil)
rafa e paulo,2022-04-23 04:15:04,00:56:21,,Better Call Saul: Temporada 5: Imperdoável (Episódio 10),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:56:22,Not latest view,BR (Brazil)
rafa e paulo,2022-04-23 03:09:43,00:58:56,,Better Call Saul: Temporada 5: Estradas das más escolhas (Episódio 9),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:59:02,00:59:02,BR (Brazil)
rafa e paulo,2022-04-23 02:11:06,00:53:34,,Better Call Saul: Temporada 5: A mula (Episódio 8),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:53:39,00:53:39,BR (Brazil)
rafa e paulo,2022-04-23 01:20:35,00:47:09,,Better Call Saul: Temporada 5: JMM (Episódio 7),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:47:14,00:47:14,BR (Brazil)
rafa e paulo,2022-04-23 01:04:30,00:21:01,,As 24 Personalidades de Billy Milligan: Minissérie: A fuga (Episódio 4),,DefaultWidevineAndroidPhone,01:01:15,01:01:15,BR (Brazil)
rafa e paulo,2022-04-23 01:04:15,00:00:01,,As 24 Personalidades de Billy Milligan: Minissérie: O estuprador do campus (Episódio 1),,DefaultWidevineAndroidPhone,00:00:01,00:00:01,BR (Brazil)
rafa e paulo,2022-04-23 00:29:38,00:50:55,,Better Call Saul: Temporada 5: Wexler contra Goodman (Episódio 6),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:50:58,00:50:58,BR (Brazil)
rafa e paulo,2022-04-22 23:34:58,00:49:38,,Better Call Saul: Temporada 5: Dedicado a Max (Episódio 5),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:49:54,00:49:54,BR (Brazil)
rafa e paulo,2022-04-22 23:34:38,00:00:02,Autoplayed: user action: None; ,Better Call Saul: Temporada 5: Estradas das más escolhas (Episódio 9),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:02,Not latest view,BR (Brazil)
rafa e paulo,2022-04-22 23:34:11,00:00:07,Autoplayed: user action: None; ,Minissérie (Clipe): Confie em Mim,HOOK,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:00:07,00:00:07,BR (Brazil)
rafa e paulo,2022-04-22 11:09:26,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Temporada 5: Estradas das más escolhas (Episódio 9),,Xiaomi M19 Set Top Box,00:00:07,Not latest view,BR (Brazil)
rafa e paulo,2022-04-22 10:15:43,00:53:40,,Better Call Saul: Temporada 5: A mula (Episódio 8),,Xiaomi M19 Set Top Box,00:53:44,Not latest view,BR (Brazil)
rafa e paulo,2022-04-22 09:28:28,00:47:14,,Better Call Saul: Temporada 5: JMM (Episódio 7),,Xiaomi M19 Set Top Box,00:47:17,Not latest view,BR (Brazil)
rafa e paulo,2022-04-22 08:35:09,00:51:03,,Better Call Saul: Temporada 5: Wexler contra Goodman (Episódio 6),,Xiaomi M19 Set Top Box,00:51:04,Not latest view,BR (Brazil)
rafa e paulo,2022-04-22 08:34:57,00:00:08,Autoplayed: user action: None; ,Better Call Saul: Season 3_hook_primary_16x9,HOOK,Xiaomi M19 Set Top Box,00:00:08,00:00:08,BR (Brazil)
rafa e paulo,2022-04-22 08:34:47,00:00:07,Autoplayed: user action: None; ,Minissérie (Clipe): Anatomia de um Escândalo,HOOK,Xiaomi M19 Set Top Box,00:00:07,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 20:28:45,00:01:36,,Temporada 2 (Trailer): Boneca Russa,TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:01:36,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 20:26:35,00:02:07,,Minissérie (Trailer): Anatomia de um Escândalo,TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:02:07,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 20:24:29,00:02:05,,Trailer: Conversando com um serial killer: o Palhaço Assassino,TRAILER,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:02:05,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 19:26:59,00:53:22,,As 24 Personalidades de Billy Milligan: Minissérie: A fuga (Episódio 4),,LG DTV 2021 MTK LM21U UHD TV Smart TV,01:01:30,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 18:38:44,00:09:28,,As 24 Personalidades de Billy Milligan: Minissérie: A fuga (Episódio 4),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:09:33,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 18:29:40,00:08:47,Autoplayed: user action: User_Interaction; ,As 24 Personalidades de Billy Milligan: Minissérie: A era de ouro (Episódio 3),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:58:53,00:58:53,BR (Brazil)
rafa e paulo,2022-04-21 18:08:09,00:01:23,,As 24 Personalidades de Billy Milligan: Minissérie: A era de ouro (Episódio 3),,DefaultWidevineAndroidPhone,00:51:01,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 18:07:48,00:00:14,,As 24 Personalidades de Billy Milligan: Minissérie: A era de ouro (Episódio 3),,DefaultWidevineAndroidPhone,00:50:35,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 03:55:07,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Temporada 5: Wexler contra Goodman (Episódio 6),,Xiaomi M19 Set Top Box,00:00:07,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 03:05:11,00:49:54,Autoplayed: user action: None; ,Better Call Saul: Temporada 5: Dedicado a Max (Episódio 5),,Xiaomi M19 Set Top Box,00:49:57,Not latest view,BR (Brazil)
rafa e paulo,2022-04-21 02:19:20,00:45:48,,Better Call Saul: Temporada 5: Namastê (Episódio 4),,Xiaomi M19 Set Top Box,00:45:52,00:45:52,BR (Brazil)
rafa e paulo,2022-04-21 02:03:23,00:15:54,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 5: O cara certo (Episódio 3),,Xiaomi M19 Set Top Box,00:53:57,00:53:57,BR (Brazil)
rafa e paulo,2022-04-21 02:02:23,00:00:53,Autoplayed: user action: None; ,Temporada 1 (Trailer 2): O Submarino,TRAILER,Xiaomi M19 Set Top Box,00:00:53,00:00:53,BR (Brazil)
rafa e paulo,2022-04-20 22:00:33,00:00:13,,As 24 Personalidades de Billy Milligan: Minissérie: A era de ouro (Episódio 3),,DefaultWidevineAndroidPhone,00:50:29,Not latest view,BR (Brazil)
rafa e paulo,2022-04-20 16:32:26,00:39:02,,Better Call Saul: Temporada 5: O cara certo (Episódio 3),,Xiaomi M19 Set Top Box,00:38:08,Not latest view,BR (Brazil)
rafa e paulo,2022-04-20 16:31:38,00:00:29,Autoplayed: user action: None; ,Temporada 2 (Clipe): Boneca Russa,HOOK,Xiaomi M19 Set Top Box,00:00:29,00:00:29,BR (Brazil)
rafa e paulo,2022-04-20 06:31:08,00:00:04,Autoplayed: user action: None; ,Better Call Saul: Temporada 5: Dedicado a Max (Episódio 5),,Xiaomi M19 Set Top Box,00:00:07,Not latest view,BR (Brazil)
rafa e paulo,2022-04-20 05:45:18,00:45:48,Autoplayed: user action: None; ,Better Call Saul: Temporada 5: Namastê (Episódio 4),,Xiaomi M19 Set Top Box,00:45:51,Not latest view,BR (Brazil)
rafa e paulo,2022-04-20 04:51:22,00:53:53,,Better Call Saul: Temporada 5: O cara certo (Episódio 3),,Xiaomi M19 Set Top Box,00:53:57,Not latest view,BR (Brazil)
rafa e paulo,2022-04-20 04:06:26,00:44:54,Autoplayed: user action: User_Interaction; ,Better Call Saul: Temporada 5: 50% de desconto (Episódio 2),,Xiaomi M19 Set Top Box,00:44:54,00:44:54,BR (Brazil)
rafa e paulo,2022-04-20 03:09:27,00:53:57,,Better Call Saul: Temporada 5: Mago (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:53:57,Not latest view,BR (Brazil)
rafa e paulo,2022-04-20 01:51:36,00:59:07,,Better Call Saul: Temporada 6: Morde e assopra (Episódio 2),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:59:14,Not latest view,BR (Brazil)
rafa e paulo,2022-04-20 00:50:22,00:55:06,,Better Call Saul: Temporada 6: Vinhos e rosas (Episódio 1),,LG DTV 2021 MTK LM21U UHD TV Smart TV,00:55:08,Not latest view,BR (Brazil)
